id,slug,name,scientific_name,category,image_role,aspect_ratio,target_file_path,status,prompt,midjourney_command,alt_text
galia,galia,Galia Melon,Cucumis melo,melon,Macro-Break,16:9,public/images/fruits/galia/macro-break.jpg,pending,"Extreme macro photography of Galia melon, focusing on the intricate corky lace netting of the golden rind transitioning into melting pale-green translucent sweet flesh, micro juice droplets, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of Galia melon, focusing on the intricate corky lace netting of the golden rind transitioning into melting pale-green translucent sweet flesh, micro juice droplets, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of galia
grape,grape,Grape,Vitis vinifera,berry,Hero,16:9,public/images/fruits/grape/hero.jpg,pending,"Commercial editorial food photography of dark Concord grapes, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. A luscious cluster of frosted midnight-blue grapes with dusty silvery waxy bloom and curly vine tendril, one grape sliced in half revealing translucent emerald pulp and tiny seeds, resting on dark charcoal slate with dew drops. Chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of dark Concord grapes, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. A luscious cluster of frosted midnight-blue grapes with dusty silvery waxy bloom and curly vine tendril, one grape sliced in half revealing translucent emerald pulp and tiny seeds, resting on dark charcoal slate with dew drops. Chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Lustrous cluster of deep purple grapes with natural frosty bloom on dark textured slate
grape,grape,Grape,Vitis vinifera,berry,Macro-Break,16:9,public/images/fruits/grape/macro-break.jpg,pending,"Extreme macro photography of a single deep purple grape, focusing on microscopic frosted wax platelets (pruinescence) on taut skin, glistening spherical water droplet refracting light, dark slate, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of a single deep purple grape, focusing on microscopic frosted wax platelets (pruinescence) on taut skin, glistening spherical water droplet refracting light, dark slate, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of grape skin waxy pruinescence bloom and translucent illuminated pulp
grapefruit,grapefruit,Grapefruit,Citrus paradisi,citrus,Hero,16:9,public/images/fruits/grapefruit/hero.jpg,pending,"Commercial editorial food photography of Ruby Red grapefruit, right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Shows one whole yellow-orange globe with pink blush alongside a cleanly halved fruit showing vibrant crimson-pink pinwheel segments packed with juicy vesicles, resting on wet dark charcoal slate. Dramatic chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of Ruby Red grapefruit, right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Shows one whole yellow-orange globe with pink blush alongside a cleanly halved fruit showing vibrant crimson-pink pinwheel segments packed with juicy vesicles, resting on wet dark charcoal slate. Dramatic chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",grapefruit botanical still life on dark slate
grapefruit,grapefruit,Grapefruit,Citrus paradisi,citrus,Macro-Break,16:9,public/images/fruits/grapefruit/macro-break.jpg,pending,"Extreme macro photography of halved ruby red grapefruit, focusing on glistening ruby-crimson juice vesicles bursting with liquid, white segmental membranes, fine water beads, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of halved ruby red grapefruit, focusing on glistening ruby-crimson juice vesicles bursting with liquid, white segmental membranes, fine water beads, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of grapefruit
guava,guava,Guava,Psidium guajava,tropical,Hero,16:9,public/images/fruits/guava/hero.jpg,pending,"Commercial editorial food photography of fresh tropical pink guava, right-weighted composition positioned on the right third of the frame, leaving clean deep black negative space on the left. Displays one whole pale green-yellow guava with a fresh leaf alongside one cross-section halved guava displaying vibrant salmon-pink seeded pulp, resting on a dark textured slate slab with subtle water droplets. Dramatic directional chiaroscuro lighting, soft rim light, deep dark backdrop, 85mm lens, f/4.0, ultra-photorealistic. --ar 16:9","Commercial editorial food photography of fresh tropical pink guava, right-weighted composition positioned on the right third of the frame, leaving clean deep black negative space on the left. Displays one whole pale green-yellow guava with a fresh leaf alongside one cross-section halved guava displaying vibrant salmon-pink seeded pulp, resting on a dark textured slate slab with subtle water droplets. Dramatic directional chiaroscuro lighting, soft rim light, deep dark backdrop, 85mm lens, f/4.0, ultra-photorealistic. --ar 16:9 --style raw --v 6.1",Fresh ripe guava sliced in half revealing coral-pink flesh with small seeds against dark slate
guava,guava,Guava,Psidium guajava,tropical,Macro-Break,16:9,public/images/fruits/guava/macro-break.jpg,pending,"Extreme macro photography of sliced pink guava, focusing on the vibrant salmon-pink pericarp cells and seed core, glistening droplets of ascorbic-acid-rich juice, translucent flesh texture, dark slate background, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of sliced pink guava, focusing on the vibrant salmon-pink pericarp cells and seed core, glistening droplets of ascorbic-acid-rich juice, translucent flesh texture, dark slate background, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of sliced pink guava showing velvety cellular pericarp and embedded seeds
honeydew,honeydew,Honeydew,Cucumis melo,melon,Hero,16:9,public/images/fruits/honeydew/hero.jpg,pending,"Commercial editorial food photography of ripe Honeydew melon, right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Shows one whole smooth pale yellow-cream melon alongside a sliced half displaying cool shimmering pale lime-green succulent flesh and central seed cavity, resting on wet dark slate. Soft chiaroscuro studio lighting, cool emerald glow, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe Honeydew melon, right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Shows one whole smooth pale yellow-cream melon alongside a sliced half displaying cool shimmering pale lime-green succulent flesh and central seed cavity, resting on wet dark slate. Soft chiaroscuro studio lighting, cool emerald glow, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",honeydew botanical still life on dark slate
honeydew,honeydew,Honeydew,Cucumis melo,melon,Macro-Break,16:9,public/images/fruits/honeydew/macro-break.jpg,pending,"Extreme macro photography of honeydew flesh, focusing on succulent translucent pale-green cellular meat saturated with 90 percent biological water, fine crystalline light scattering, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of honeydew flesh, focusing on succulent translucent pale-green cellular meat saturated with 90 percent biological water, fine crystalline light scattering, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of honeydew
jackfruit,jackfruit,Jackfruit,Artocarpus heterophyllus,tropical,Hero,16:9,public/images/fruits/jackfruit/hero.jpg,pending,"Commercial editorial food photography of mature jackfruit, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Arrangement shows a section of green spiky hexagonal rind alongside several plump, golden-yellow succulent edible pods (arils) separated from white rag fibers, resting on a dark textured charcoal slate slab with dew drops. Chiaroscuro studio lighting, warm amber glow, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of mature jackfruit, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Arrangement shows a section of green spiky hexagonal rind alongside several plump, golden-yellow succulent edible pods (arils) separated from white rag fibers, resting on a dark textured charcoal slate slab with dew drops. Chiaroscuro studio lighting, warm amber glow, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Large ripe jackfruit cut open showing golden yellow bulbs surrounding central core on dark slate
jackfruit,jackfruit,Jackfruit,Artocarpus heterophyllus,tropical,Macro-Break,16:9,public/images/fruits/jackfruit/macro-break.jpg,pending,"Extreme macro photography of a ripe jackfruit bulb, focusing on the dense fibrous golden-yellow carotenoid meat, glistening droplets of sweet tropical nectar, delicate cellular fiber strands, dark slate, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of a ripe jackfruit bulb, focusing on the dense fibrous golden-yellow carotenoid meat, glistening droplets of sweet tropical nectar, delicate cellular fiber strands, dark slate, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of golden jackfruit bulb fibrous texture and glistening sweet pulp
jamun,jamun,Jamun,Syzygium cumini,berry,Hero,16:9,public/images/fruits/jamun/hero.jpg,pending,"Commercial editorial food photography of fresh Indian Jamun (black plum), right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Displays a cluster of glossy deep midnight-purple oblong berries with slender leaves, one sliced open showing vibrant magenta-violet flesh and pale seed, resting on a dark slate slab with glistening water beads. Dramatic chiaroscuro studio lighting, purple rim highlights, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of fresh Indian Jamun (black plum), right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Displays a cluster of glossy deep midnight-purple oblong berries with slender leaves, one sliced open showing vibrant magenta-violet flesh and pale seed, resting on a dark slate slab with glistening water beads. Dramatic chiaroscuro studio lighting, purple rim highlights, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Cluster of glistening dark purple-black jamun berries with one sliced showing violet flesh on dark slate
jamun,jamun,Jamun,Syzygium cumini,berry,Macro-Break,16:9,public/images/fruits/jamun/macro-break.jpg,pending,"Extreme macro photography of sliced jamun berry, focusing on the deep anthocyanin purple-violet stained flesh, glistening astringent juice meniscus, taut reflective skin edge, dark slate background, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of sliced jamun berry, focusing on the deep anthocyanin purple-violet stained flesh, glistening astringent juice meniscus, taut reflective skin edge, dark slate background, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of ripe jamun berry skin showing deep violet anthocyanin pigments and dew drops
kiwi,kiwi,Kiwi,Actinidia deliciosa,berry,Hero,16:9,public/images/fruits/kiwi/hero.jpg,ready,"Commercial editorial food photography of Cross-section of ripe kiwi showing vibrant green flesh and radial black seeds on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9","Commercial editorial food photography of Cross-section of ripe kiwi showing vibrant green flesh and radial black seeds on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9 --style raw --v 6.1",Cross-section of ripe kiwi showing vibrant green flesh and radial black seeds on dark slate
kiwi,kiwi,Kiwi,Actinidia deliciosa,berry,Macro-Break,16:9,public/images/fruits/kiwi/macro-break.jpg,pending,"Extreme macro food science photography of sliced green kiwi fruit, ultra close-up focusing on translucent emerald parenchymal cells, tiny jet-black seeds embedded in radiating pale rays, fine water droplets glistening on fruit pulp, dark textured slate foreground, shot on 100mm macro lens, f/2.8, shallow depth of field, hyper-detailed crystalline cellular texture. --ar 16:9","Extreme macro food science photography of sliced green kiwi fruit, ultra close-up focusing on translucent emerald parenchymal cells, tiny jet-black seeds embedded in radiating pale rays, fine water droplets glistening on fruit pulp, dark textured slate foreground, shot on 100mm macro lens, f/2.8, shallow depth of field, hyper-detailed crystalline cellular texture. --ar 16:9 --style raw --v 6.1","Extreme macro photograph of sliced green kiwi showing emerald cells, black seeds, and white core"
lemon,lemon,Lemon,Citrus limon,citrus,Hero,16:9,public/images/fruits/lemon/hero.jpg,pending,"Commercial editorial food photography of fresh lemons, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Arrangement shows one whole glossy bright yellow lemon with dark green citrus leaf alongside a clean cross-section halve displaying radiant radiating juice vesicles and pale pith, resting on wet dark slate. Chiaroscuro lighting, specular highlights, 85mm lens, f/4.0. --ar 16:9","Commercial editorial food photography of fresh lemons, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Arrangement shows one whole glossy bright yellow lemon with dark green citrus leaf alongside a clean cross-section halve displaying radiant radiating juice vesicles and pale pith, resting on wet dark slate. Chiaroscuro lighting, specular highlights, 85mm lens, f/4.0. --ar 16:9 --style raw --v 6.1",Vibrant yellow lemon sliced in half displaying crystalline segmented juice vesicles on dark textured slate
lemon,lemon,Lemon,Citrus limon,citrus,Macro-Break,16:9,public/images/fruits/lemon/macro-break.jpg,pending,"Extreme macro photography of sliced lemon, backlit to illuminate hundreds of translucent spindle-shaped juice sacs filled with citric acid, glowing citrus yellow matrix, fine droplets, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of sliced lemon, backlit to illuminate hundreds of translucent spindle-shaped juice sacs filled with citric acid, glowing citrus yellow matrix, fine droplets, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of sliced lemon pulp vesicles glowing with citrus juice droplets and oil glands
lime,lime,Lime,Citrus aurantiifolia,citrus,Hero,16:9,public/images/fruits/lime/hero.jpg,pending,"Commercial editorial food photography of fresh Key limes, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Shows one whole glossy dark green lime with citrus leaves alongside sliced lime halves and a wedge displaying radiant pale green juice vesicles, resting on wet dark slate with fine spray droplets. High-contrast chiaroscuro lighting, emerald rim highlights, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of fresh Key limes, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Shows one whole glossy dark green lime with citrus leaves alongside sliced lime halves and a wedge displaying radiant pale green juice vesicles, resting on wet dark slate with fine spray droplets. High-contrast chiaroscuro lighting, emerald rim highlights, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",lime botanical still life on dark slate
lime,lime,Lime,Citrus aurantiifolia,citrus,Macro-Break,16:9,public/images/fruits/lime/macro-break.jpg,pending,"Extreme macro photography of sliced lime wedge, backlit to reveal hundreds of translucent emerald-green spindle-shaped juice sacs glistening with tart citric acid, oil glands along rind, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of sliced lime wedge, backlit to reveal hundreds of translucent emerald-green spindle-shaped juice sacs glistening with tart citric acid, oil glands along rind, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of lime
loquat,loquat,Loquat,Eriobotrya japonica,pome,Hero,16:9,public/images/fruits/loquat/hero.jpg,pending,"Commercial editorial food photography of fresh Loquats, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. A cluster of small golden-apricot oval fruits with serrated leathery leaves, one peeled in half showing juicy golden-amber flesh and two smooth mahogany-brown seeds, resting on dark slate with water beads. Warm chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of fresh Loquats, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. A cluster of small golden-apricot oval fruits with serrated leathery leaves, one peeled in half showing juicy golden-amber flesh and two smooth mahogany-brown seeds, resting on dark slate with water beads. Warm chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",loquat botanical still life on dark slate
loquat,loquat,Loquat,Eriobotrya japonica,pome,Macro-Break,16:9,public/images/fruits/loquat/macro-break.jpg,pending,"Extreme macro photography of peeled loquat, focusing on delicate peeled skin edge, radiant amber-gold juicy pulp cells, glossy brown seed facet, dark slate, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of peeled loquat, focusing on delicate peeled skin edge, radiant amber-gold juicy pulp cells, glossy brown seed facet, dark slate, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of loquat
lychee,lychee,Lychee,Litchi chinensis,tropical,Hero,16:9,public/images/fruits/lychee/hero.jpg,pending,"Commercial editorial food photography of fresh lychees, right-weighted composition positioned on the right third of the frame, leaving clean deep black negative space on the left. Features a cluster of bumpy rose-red pebbled fruits with dark green leaves, one fruit partially peeled revealing a glistening translucent pearl-white aril and dark seed beneath, resting on wet dark slate. Moody chiaroscuro studio lighting, rim light highlights, 85mm lens, f/4.0. --ar 16:9","Commercial editorial food photography of fresh lychees, right-weighted composition positioned on the right third of the frame, leaving clean deep black negative space on the left. Features a cluster of bumpy rose-red pebbled fruits with dark green leaves, one fruit partially peeled revealing a glistening translucent pearl-white aril and dark seed beneath, resting on wet dark slate. Moody chiaroscuro studio lighting, rim light highlights, 85mm lens, f/4.0. --ar 16:9 --style raw --v 6.1",Cluster of ripe crimson lychees with one peeled displaying glistening translucent white aril on dark slate
lychee,lychee,Lychee,Litchi chinensis,tropical,Macro-Break,16:9,public/images/fruits/lychee/macro-break.jpg,pending,"Extreme macro photography of peeled lychee fruit, focusing on the wet glassy translucent pearl-white aril pulp, glistening cellular vesicles brimming with floral juice, dark slate background, shallow depth of field, 100mm macro lens, f/2.8. --ar 16:9","Extreme macro photography of peeled lychee fruit, focusing on the wet glassy translucent pearl-white aril pulp, glistening cellular vesicles brimming with floral juice, dark slate background, shallow depth of field, 100mm macro lens, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of peeled lychee translucent juicy aril vesicles and pearl-white texture
mandarin,mandarin,Mandarin,Citrus reticulata,citrus,Hero,16:9,public/images/fruits/mandarin/hero.jpg,pending,"Commercial editorial food photography of ripe mandarin orange, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Features one whole bright orange mandarin with green stem and leaves alongside one partially peeled fruit showing loose white albedo webbing and separated crescent segments, resting on dark slate with dew drops. Chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe mandarin orange, right-weighted composition on the right third of the frame, leaving clean deep black negative space on the left. Features one whole bright orange mandarin with green stem and leaves alongside one partially peeled fruit showing loose white albedo webbing and separated crescent segments, resting on dark slate with dew drops. Chiaroscuro studio lighting, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",mandarin botanical still life on dark slate
mandarin,mandarin,Mandarin,Citrus reticulata,citrus,Macro-Break,16:9,public/images/fruits/mandarin/macro-break.jpg,pending,"Extreme macro photography of mandarin orange segment, focusing on translucent delicate membrane displaying individual plump orange juice vesicles within, white pith lacing, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of mandarin orange segment, focusing on translucent delicate membrane displaying individual plump orange juice vesicles within, white pith lacing, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of mandarin
mango,mango,Mango,Mangifera indica,tropical,Hero,16:9,public/images/fruits/mango/hero.jpg,ready,"Commercial editorial food photography of Ripe golden Alphonso mangoes with succulent diced hedgehog cut on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9","Commercial editorial food photography of Ripe golden Alphonso mangoes with succulent diced hedgehog cut on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9 --style raw --v 6.1",Ripe golden Alphonso mangoes with succulent diced hedgehog cut on dark slate
mango,mango,Mango,Mangifera indica,tropical,Macro-Break,16:9,public/images/fruits/mango/macro-break.jpg,ready,"Extreme macro food science photography of Extreme macro of succulent mango golden pulp showing crystalline nectar drops and parenchymal structure, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9","Extreme macro food science photography of Extreme macro of succulent mango golden pulp showing crystalline nectar drops and parenchymal structure, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9 --style raw --v 6.1",Extreme macro of succulent mango golden pulp showing crystalline nectar drops and parenchymal structure
mangosteen,mangosteen,Mangosteen,Garcinia mangostana,tropical,Hero,16:9,public/images/fruits/mangosteen/hero.jpg,pending,"Commercial editorial food photography of Queen Mangosteen, right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Shows one whole round deep-purple fruit with thick green calyx alongside one fruit with top rind lifted off revealing immaculate segmented snow-white garlic-shaped arils, resting on dark charcoal slate with dew drops. Chiaroscuro lighting, purple-white contrast, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of Queen Mangosteen, right-weighted composition on the right third of the frame, leaving clean deep matte dark negative space on the left. Shows one whole round deep-purple fruit with thick green calyx alongside one fruit with top rind lifted off revealing immaculate segmented snow-white garlic-shaped arils, resting on dark charcoal slate with dew drops. Chiaroscuro lighting, purple-white contrast, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Halved and whole purple mangosteens displaying pristine snowy white segmented flesh inside deep violet rind on dark slate
mangosteen,mangosteen,Mangosteen,Garcinia mangostana,tropical,Macro-Break,16:9,public/images/fruits/mangosteen/macro-break.jpg,pending,"Extreme macro photography of mangosteen segments, focusing on glistening snow-white cellular vesicles brimming with sweet-tart juice, contrasted against thick royal-purple pericarp rim, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of mangosteen segments, focusing on glistening snow-white cellular vesicles brimming with sweet-tart juice, contrasted against thick royal-purple pericarp rim, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of snowy white mangosteen segment juice vesicles showing translucent cell walls and pristine turgor
nectarine,nectarine,Nectarine,Prunus persica var. nucipersica,stone-fruit,Hero,16:9,public/images/fruits/nectarine/hero.jpg,pending,"Commercial editorial food photography of ripe yellow nectarine, right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Displays one whole ultra-smooth fuzz-free nectarine with scarlet-crimson and gold marbled skin alongside one halved fruit showing dense succulent yellow flesh and grooved central stone, resting on wet dark charcoal slate. Dramatic chiaroscuro studio lighting, mirror sheen, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe yellow nectarine, right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Displays one whole ultra-smooth fuzz-free nectarine with scarlet-crimson and gold marbled skin alongside one halved fruit showing dense succulent yellow flesh and grooved central stone, resting on wet dark charcoal slate. Dramatic chiaroscuro studio lighting, mirror sheen, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",nectarine botanical still life on dark slate
nectarine,nectarine,Nectarine,Prunus persica var. nucipersica,stone-fruit,Macro-Break,16:9,public/images/fruits/nectarine/macro-break.jpg,pending,"Extreme macro photography of sliced nectarine, focusing on taut smooth red-gold skin boundary, dense non-mealy yellow pulp fibers glistening with sweet juice, dark slate, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of sliced nectarine, focusing on taut smooth red-gold skin boundary, dense non-mealy yellow pulp fibers glistening with sweet juice, dark slate, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Macro photograph of nectarine
orange,orange,Orange,Citrus × sinensis,citrus,Hero,16:9,public/images/fruits/orange/hero.jpg,ready,"Commercial editorial food photography of Vibrant ripe sweet oranges with textured rind and a glistening cross-section on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9","Commercial editorial food photography of Vibrant ripe sweet oranges with textured rind and a glistening cross-section on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9 --style raw --v 6.1",Vibrant ripe sweet oranges with textured rind and a glistening cross-section on dark slate
orange,orange,Orange,Citrus × sinensis,citrus,Macro-Break,16:9,public/images/fruits/orange/macro-break.jpg,ready,"Extreme macro food science photography of Extreme macro of glistening citrus juice vesicles bursting with liquid amber nectar, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9","Extreme macro food science photography of Extreme macro of glistening citrus juice vesicles bursting with liquid amber nectar, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9 --style raw --v 6.1",Extreme macro of glistening citrus juice vesicles bursting with liquid amber nectar
papaya,papaya,Papaya,Carica papaya,tropical,Hero,16:9,public/images/fruits/papaya/hero.jpg,pending,"Commercial editorial food photography of ripe tropical papaya, right-weighted composition on the right third of the frame, leaving clean matte dark negative space on the left. Shows one whole golden-green papaya alongside one half sliced lengthwise revealing rich salmon-orange flesh and a central cavity filled with glistening caviar-like black gelatinous seeds, resting on dark charcoal slate with fresh droplets. Cinematic chiaroscuro lighting, deep black background, 85mm lens, f/4.0. --ar 16:9","Commercial editorial food photography of ripe tropical papaya, right-weighted composition on the right third of the frame, leaving clean matte dark negative space on the left. Shows one whole golden-green papaya alongside one half sliced lengthwise revealing rich salmon-orange flesh and a central cavity filled with glistening caviar-like black gelatinous seeds, resting on dark charcoal slate with fresh droplets. Cinematic chiaroscuro lighting, deep black background, 85mm lens, f/4.0. --ar 16:9 --style raw --v 6.1",Ripe papaya sliced in half lengthwise displaying vivid orange flesh and black seeds on dark slate
papaya,papaya,Papaya,Carica papaya,tropical,Macro-Break,16:9,public/images/fruits/papaya/macro-break.jpg,pending,"Extreme macro photography of papaya seed cavity, focusing on jet-black gelatinous spherical seeds coated in glistening mucilage resting against succulent carotenoid-orange pulp, glistening liquid light reflections, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of papaya seed cavity, focusing on jet-black gelatinous spherical seeds coated in glistening mucilage resting against succulent carotenoid-orange pulp, glistening liquid light reflections, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of ripe papaya flesh texture and glistening black gelatinous seeds
passionfruit,passionfruit,Passion Fruit,Passiflora edulis,tropical,Hero,16:9,public/images/fruits/passionfruit/hero.jpg,pending,"Commercial editorial food photography of ripe purple passionfruit, right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Shows one whole wrinkled purple globe alongside one cleanly sliced half overflowing with glossy golden-orange gelatinous pulp and crunchy dark seeds, resting on dark charcoal slate with water beads. Chiaroscuro studio lighting, vibrant orange contrast, 85mm, f/4.0. --ar 16:9","Commercial editorial food photography of ripe purple passionfruit, right-weighted composition on the right third of the frame, leaving clean deep dark negative space on the left. Shows one whole wrinkled purple globe alongside one cleanly sliced half overflowing with glossy golden-orange gelatinous pulp and crunchy dark seeds, resting on dark charcoal slate with water beads. Chiaroscuro studio lighting, vibrant orange contrast, 85mm, f/4.0. --ar 16:9 --style raw --v 6.1",Halved ripe purple passion fruits showing glistening golden gelatinous pulp and black seeds on rustic dark stone
passionfruit,passionfruit,Passion Fruit,Passiflora edulis,tropical,Macro-Break,16:9,public/images/fruits/passionfruit/macro-break.jpg,pending,"Extreme macro photography of passionfruit interior, focusing on translucent golden-yellow gelatinous aril sacs enclosing textured black seeds, glistening liquid viscosity and bubbles, dark slate, 100mm macro, f/2.8. --ar 16:9","Extreme macro photography of passionfruit interior, focusing on translucent golden-yellow gelatinous aril sacs enclosing textured black seeds, glistening liquid viscosity and bubbles, dark slate, 100mm macro, f/2.8. --ar 16:9 --style raw --v 6.1",Extreme macro photograph of translucent orange passion fruit arils suspended with crunchy black edible seeds
peach,peach,Peach,Prunus persica,stone-fruit,Hero,16:9,public/images/fruits/peach/hero.jpg,ready,"Commercial editorial food photography of Ripe velvety peaches with radiant rose-red blush over golden skin with an angled cross-section showing juicy amber flesh and corrugated pit on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9","Commercial editorial food photography of Ripe velvety peaches with radiant rose-red blush over golden skin with an angled cross-section showing juicy amber flesh and corrugated pit on dark slate, right-weighted composition, dark slate plinth, chiaroscuro lighting, deep black background, 85mm lens, 8k. --ar 16:9 --style raw --v 6.1",Ripe velvety peaches with radiant rose-red blush over golden skin with an angled cross-section showing juicy amber flesh and corrugated pit on dark slate
peach,peach,Peach,Prunus persica,stone-fruit,Macro-Break,16:9,public/images/fruits/peach/macro-break.jpg,ready,"Extreme macro food science photography of Extreme macro of sliced ripe peach showing fine epidermal trichomes, glistening nectar cells, and corrugated pit, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9","Extreme macro food science photography of Extreme macro of sliced ripe peach showing fine epidermal trichomes, glistening nectar cells, and corrugated pit, 100mm macro lens, f/2.8, shallow depth of field, crystalline cellular detail, dark slate. --ar 16:9 --style raw --v 6.1","Extreme macro of sliced ripe peach showing fine epidermal trichomes, glistening nectar cells, and corrugated pit"
